Ethnicity,Gender,Age,Admitted,Admit_Type,Application_Term,HS_GPA,Old_SAT,New_SAT,ACT,Enrolled,Scholarship_App,FinAid_Applicant,High_School_Percentile,FirstGen_Ind
Multi-race,Female,19.0,No,FR,Fall 2021,3.733,,1060.0,,No,N,Y,80.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.643,,880.0,,Yes,N,Y,57.0,Yes
Hispanic,Female,19.0,No,FR,Fall 2021,3.077,,790.0,,No,N,N,49.0,No
Asian,Female,19.0,Yes,FR,Fall 2021,3.457,,870.0,,Yes,N,Y,42.0,Yes
Black,Female,18.0,Yes,FR,Fall 2021,3.32,,980.0,,No,N,N,45.0,No
Asian,Male,18.0,No,FR,Fall 2021,,,910.0,,No,N,N,,No
White,Female,20.0,Yes,FR,Fall 2021,3.72917,,860.0,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2021,2.878,,810.0,,Yes,N,Y,22.0,Yes
White,Female,19.0,Yes,FR,Fall 2021,3.65,,1100.0,,Yes,N,Y,72.0,Yes
Black,Female,18.0,Yes,FR,Fall 2021,3.38,,840.0,,No,N,N,33.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.62,,1000.0,,No,N,N,68.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.676,,900.0,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2021,2.966,,980.0,,No,N,N,21.0,No
Black,Male,19.0,Yes,FR,Fall 2021,,,930.0,18.0,Yes,N,Y,92.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.71,,990.0,,Yes,N,N,63.0,No
Unknown,Male,19.0,Yes,FR,Fall 2021,4.0,,1460.0,33.0,Yes,N,Y,97.0,Yes
Asian,Female,19.0,Yes,FR,Fall 2021,3.9773,,1210.0,,Yes,N,Y,100.0,Yes
Hispanic,Female,18.0,No,FR,Fall 2021,2.32,,740.0,,No,N,N,33.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.675,,1130.0,,No,N,Y,68.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.018,,780.0,,No,N,N,62.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.564,,1110.0,,Yes,N,Y,56.0,Yes
Black,Male,19.0,No,FR,Fall 2021,2.37,,880.0,,No,N,N,15.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.872,,1020.0,,No,N,Y,95.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.159,,1150.0,,No,N,Y,,No
White,Female,18.0,Yes,FR,Fall 2021,3.761,,980.0,,Yes,N,Y,75.0,Yes
Black,Male,20.0,Yes,FR,Fall 2021,,,860.0,,Yes,N,Y,57.0,No
Asian,Male,19.0,Yes,FR,Fall 2021,3.86,,1030.0,,No,N,Y,93.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.725,,990.0,,No,N,Y,93.0,No
Black,Female,18.0,Yes,FR,Fall 2021,2.911,,710.0,,Yes,N,Y,66.0,Yes
Black,Female,19.0,Yes,FR,Fall 2021,3.738,,860.0,,No,N,Y,64.0,No
White,Female,19.0,No,FR,Fall 2021,3.368,,1070.0,23.0,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2021,2.222,,880.0,,No,N,Y,17.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.9,,1090.0,,No,N,Y,94.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.881,,660.0,,No,N,N,25.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,2.976,,930.0,21.0,No,N,Y,46.0,No
Black,Male,19.0,Yes,FR,Fall 2021,,,960.0,,No,N,Y,,No
White,Male,19.0,Yes,FR,Fall 2021,3.64,,1060.0,,Yes,N,Y,65.0,Yes
Asian,Female,18.0,Yes,FR,Fall 2021,,,1010.0,,Yes,N,Y,74.0,Yes
Black,Male,19.0,Yes,FR,Fall 2021,3.261,,740.0,,No,N,N,76.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.851,,1250.0,,No,N,Y,88.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.88,,810.0,,No,N,N,27.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.67,,,,No,N,Y,22.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.08,,830.0,,No,N,Y,50.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.362,,950.0,,No,N,Y,41.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,3.0,,870.0,,No,N,Y,23.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,2.86,,870.0,,No,N,Y,34.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.214,,890.0,,No,N,Y,35.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.385,,760.0,,No,N,N,69.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.34,,950.0,,Yes,N,Y,80.0,No
White,Male,18.0,Yes,FR,Fall 2021,3.886,,1160.0,,Yes,N,Y,82.0,No
Black,Female,20.0,No,FR,Fall 2021,3.489,,860.0,,No,N,Y,83.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.681,,1050.0,,Yes,N,Y,,No
Unknown,Male,19.0,Yes,FR,Fall 2021,2.84,,1040.0,,Yes,N,Y,28.0,Yes
White,Male,18.0,Yes,FR,Fall 2021,3.4883,,870.0,,No,N,N,37.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.907,,,,No,N,Y,77.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.429,,,,Yes,N,Y,44.0,Yes
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.591,,1070.0,,No,N,N,56.0,No
Black,Female,18.0,No,FR,Fall 2021,2.723,,790.0,,No,N,N,19.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.6,,800.0,,No,N,N,69.0,No
White,Male,18.0,No,FR,Fall 2021,,,900.0,17.0,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2021,3.104,,990.0,,No,N,N,50.0,No
Asian,Female,18.0,Yes,FR,Fall 2021,3.214,,900.0,,No,N,Y,57.0,No
White,Female,18.0,No,FR,Fall 2021,4.0,,1340.0,29.0,No,N,Y,99.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.111,,840.0,,No,N,Y,54.0,No
Black,Female,21.0,No,FR,Fall 2021,,,,,No,N,N,,No
White,Female,19.0,Yes,FR,Fall 2021,3.92,,1490.0,33.0,No,N,Y,92.0,No
White,Male,18.0,Yes,FR,Fall 2021,4.0,,1450.0,,No,N,Y,,No
White,Female,19.0,Yes,FR,Fall 2021,3.80952,,,,No,N,Y,83.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.706,,,15.0,Yes,N,Y,34.0,Yes
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.481,,,18.0,No,N,N,91.0,No
Asian,Female,19.0,Yes,FR,Fall 2021,3.6,,970.0,,No,N,N,70.0,No
Unknown,Female,18.0,Yes,FR,Fall 2021,3.077,,950.0,,Yes,N,Y,18.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.545,,1170.0,,Yes,N,Y,60.0,Yes
Black,Male,18.0,Yes,FR,Fall 2021,3.625,,980.0,,Yes,N,Y,87.0,Yes
Black,Male,18.0,Yes,FR,Fall 2021,3.389,,,20.0,Yes,N,Y,63.0,Yes
Unknown,Female,19.0,Yes,FR,Fall 2021,3.125,,710.0,,No,N,Y,33.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.982,,,18.0,Yes,N,Y,96.0,Yes
Black,Female,19.0,Yes,FR,Fall 2021,3.73,,,13.0,No,N,Y,72.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.558,,860.0,,No,N,Y,86.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.111,,940.0,,No,N,Y,53.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.25,,1200.0,,Yes,N,Y,78.0,No
White,Male,18.0,No,FR,Fall 2021,3.676,,1090.0,,No,N,N,73.0,No
Black,Female,18.0,No,FR,Fall 2021,2.841,,760.0,,No,N,N,36.0,No
Black,Male,18.0,No,FR,Fall 2021,2.262,,730.0,,No,N,Y,23.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.35,,1130.0,,Yes,N,Y,82.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.475,,880.0,,No,N,Y,68.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,4.0,,1320.0,,No,N,Y,,No
Black,Male,18.0,No,FR,Fall 2021,,,1220.0,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.577,,1270.0,,Yes,N,Y,88.0,Yes
White,Male,18.0,Yes,FR,Fall 2021,3.87,,1120.0,,Yes,N,Y,89.0,Yes
Black,Female,18.0,Yes,FR,Fall 2021,3.0,,840.0,,No,N,N,34.0,No
Black,Female,18.0,No,FR,Fall 2021,2.417,,740.0,,No,N,N,23.0,No
Unknown,Male,18.0,Yes,FR,Fall 2021,3.825,,1320.0,,No,N,Y,97.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,2.745,,960.0,,No,N,N,52.0,No
Hispanic,Male,19.0,No,FR,Fall 2021,,,760.0,,No,N,N,,No
Hispanic,Male,19.0,No,FR,Fall 2021,3.267,,780.0,,No,N,N,31.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.65,,1160.0,,No,N,Y,84.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.14,,910.0,,No,N,Y,,No
Black,Male,19.0,Yes,FR,Fall 2021,3.1,,820.0,15.0,No,N,Y,54.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.875,,1050.0,,Yes,N,Y,,Yes
Hispanic,Female,21.0,Yes,FR,Fall 2021,3.0,,870.0,,No,N,Y,,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.755,,920.0,,No,N,Y,90.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.406,,1030.0,,Yes,N,Y,43.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,3.282,,1080.0,,No,N,Y,77.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.0769,,950.0,,No,N,Y,50.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,990.0,,No,N,N,,No
Hispanic,Male,19.0,No,FR,Fall 2021,3.48,,890.0,,No,N,Y,100.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,2.39,,930.0,,No,N,Y,32.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,2.744,,1080.0,,No,N,Y,23.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.9,,1070.0,,Yes,N,Y,89.0,No
Black,Female,18.0,No,FR,Fall 2021,,,810.0,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2021,3.43,,770.0,,No,N,N,66.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.083,,740.0,,No,N,Y,49.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.1,,920.0,,No,N,N,78.0,No
Asian,Male,19.0,Yes,FR,Fall 2021,3.976,,900.0,,Yes,N,Y,76.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.48,,920.0,,Yes,N,Y,85.0,Yes
White,Female,19.0,Yes,FR,Fall 2021,3.709,,1040.0,,Yes,N,Y,60.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.6,,930.0,,No,N,N,58.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.786,,1020.0,,Yes,N,Y,67.0,Yes
White,Female,18.0,Yes,FR,Fall 2021,3.9818,,1070.0,,Yes,N,Y,89.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.283,,910.0,,No,N,Y,72.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.628,,840.0,,No,N,Y,91.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.547,,1040.0,18.0,No,N,Y,48.0,No
Black,Male,19.0,No,FR,Fall 2021,,,850.0,,No,N,Y,,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,2.944,,750.0,,No,N,Y,39.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.79,,790.0,15.0,Yes,N,Y,47.0,Yes
White,Male,19.0,No,FR,Fall 2021,2.53,,860.0,,No,N,N,,No
White,Male,18.0,Yes,FR,Fall 2021,3.2105,,1010.0,,Yes,N,Y,27.0,Yes
Black,Female,19.0,Yes,FR,Fall 2021,3.3968,,880.0,,Yes,N,Y,78.0,Yes
Hispanic,Female,18.0,No,FR,Fall 2021,,,940.0,,No,N,N,,No
White,Male,19.0,Yes,FR,Fall 2021,4.0,,1100.0,,Yes,N,Y,90.0,Yes
White,Female,19.0,Yes,FR,Fall 2021,3.906,,1000.0,,No,N,N,65.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.6977,,1060.0,19.0,No,N,Y,74.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.189,,960.0,,No,N,Y,52.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.712,,890.0,,No,N,Y,88.0,No
Black,Female,18.0,Yes,FR,Fall 2021,2.868,,1100.0,,No,N,Y,15.0,No
Black,Female,20.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Asian,Female,19.0,Yes,FR,Fall 2021,3.471,,930.0,,Yes,N,Y,67.0,Yes
White,Female,19.0,Yes,FR,Fall 2021,3.87,,1010.0,,Yes,N,Y,73.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.397,,960.0,,No,N,N,,No
White,Male,18.0,No,FR,Fall 2021,,,830.0,,No,N,Y,,No
Black,Female,18.0,Yes,FR,Fall 2021,2.854,,810.0,,No,N,Y,47.0,No
White,Male,18.0,Yes,FR,Fall 2021,3.291,,870.0,,No,N,N,46.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.708,,1170.0,,No,N,Y,68.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.923,,930.0,,Yes,N,Y,75.0,Yes
Black,Female,18.0,Yes,FR,Fall 2021,3.5,,900.0,,No,N,Y,63.0,No
Black,Female,18.0,No,FR,Fall 2021,3.541,,1010.0,,No,N,N,93.0,No
White,Male,20.0,Yes,FR,Fall 2021,3.803,,,,Yes,N,Y,,Yes
Asian,Female,19.0,Yes,FR,Fall 2021,3.941,,1060.0,,Yes,N,Y,86.0,Yes
Asian,Male,18.0,Yes,FR,Fall 2021,3.466,,980.0,,Yes,N,Y,,Yes
Black,Female,20.0,No,FR,Fall 2021,,,,,No,N,Y,,No
White,Female,18.0,Yes,FR,Fall 2021,3.512,,1130.0,,No,N,N,74.0,No
White,Male,18.0,Yes,FR,Fall 2021,4.0,,1390.0,,No,N,Y,98.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.068,,880.0,,No,N,Y,75.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.036,,770.0,,No,N,N,46.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.024,,790.0,,Yes,N,Y,52.0,Yes
Black,Male,19.0,Yes,FR,Fall 2021,2.76,,950.0,,No,N,Y,24.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.3418,,970.0,,Yes,N,Y,59.0,Yes
White,Female,18.0,Yes,FR,Fall 2021,3.9111,,1070.0,,Yes,N,Y,86.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.34,,1230.0,,Yes,N,Y,66.0,No
Hispanic,Male,20.0,No,FR,Fall 2021,,,,,No,N,N,,No
Unknown,Female,18.0,No,FR,Fall 2021,2.7857,,1060.0,20.0,No,N,N,26.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.625,,900.0,21.0,Yes,N,Y,69.0,No
Black,Female,18.0,No,FR,Fall 2021,,,970.0,,No,N,N,,No
White,Male,18.0,Yes,FR,Fall 2021,3.068,,800.0,,Yes,N,Y,27.0,Yes
Unknown,Male,19.0,Yes,FR,Fall 2021,3.962,,1240.0,,Yes,N,Y,92.0,No
Black,Female,19.0,No,FR,Fall 2021,2.33,,740.0,,No,N,N,13.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.42,,1010.0,,No,N,Y,53.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.333,,980.0,,No,N,N,42.0,No
Black,Male,20.0,Yes,FR,Fall 2021,2.509,,950.0,,Yes,N,Y,23.0,Yes
White,Female,18.0,Yes,FR,Fall 2021,3.5531,,970.0,,No,N,N,69.0,No
White,Male,18.0,Yes,FR,Fall 2021,3.178,,790.0,,No,N,N,33.0,No
White,Female,19.0,Yes,FR,Fall 2021,2.72,,1190.0,,Yes,N,Y,79.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.917,,970.0,,No,N,Y,85.0,No
White,Female,19.0,Yes,FR,Fall 2021,4.0,,900.0,,Yes,N,Y,78.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.777,,1010.0,,No,N,N,64.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,2.787,,870.0,,No,N,Y,48.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.309,,820.0,,No,N,N,50.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.519,,860.0,,Yes,N,Y,50.0,Yes
Unknown,Male,19.0,Yes,FR,Fall 2021,3.302,,1110.0,,No,N,Y,62.0,No
White,Male,18.0,Yes,FR,Fall 2021,2.45,,1300.0,,No,N,Y,34.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.849,,1130.0,,Yes,N,Y,85.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.288,,680.0,,No,N,Y,60.0,No
Unknown,Male,19.0,Yes,FR,Fall 2021,3.953,,1020.0,,Yes,N,Y,76.0,No
Black,Female,18.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.918,,,,Yes,N,Y,90.0,Yes
Asian,Female,19.0,Yes,FR,Fall 2021,4.0,,1300.0,,Yes,N,Y,91.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.265,,,,No,N,Y,58.0,No
White,Female,19.0,Yes,FR,Fall 2021,2.93,,1050.0,,Yes,N,Y,50.0,No
Hispanic,Male,18.0,No,FR,Fall 2021,,,940.0,,No,N,N,,No
Unknown,Female,19.0,Yes,FR,Fall 2021,3.596,,1140.0,,Yes,N,Y,57.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.6,,,,Yes,N,Y,64.0,Yes
Hispanic,Female,20.0,Yes,FR,Fall 2021,3.371,,,,No,N,Y,51.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,2.306,,,,No,N,N,17.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.83,,1130.0,,No,N,Y,69.0,No
Black,Male,18.0,No,FR,Fall 2021,3.69,,1030.0,,No,N,Y,84.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.66,,990.0,,No,N,Y,82.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.597,,,,No,N,Y,57.0,Yes
Black,Female,17.0,Yes,FR,Fall 2021,3.83,,,,No,N,Y,96.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.442,,900.0,,No,N,N,75.0,No
Black,Male,19.0,No,FR,Fall 2021,3.702,,930.0,,No,N,Y,95.0,No
Asian,Female,19.0,Yes,FR,Fall 2021,3.948,,,,Yes,N,Y,96.0,Yes
Black,Female,18.0,Yes,FR,Fall 2021,2.915,,,,No,N,Y,81.0,No
Black,Male,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Unknown,Male,19.0,Yes,FR,Fall 2021,3.476,,790.0,13.0,No,N,Y,60.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.805,,,22.0,Yes,N,Y,70.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.90476,,,,Yes,N,Y,,Yes
White,Male,19.0,Yes,FR,Fall 2021,3.509,,,16.0,No,N,Y,43.0,No
Unknown,Female,19.0,No,FR,Fall 2021,,,650.0,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2021,3.478,,,14.0,No,N,Y,63.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.234,,,20.0,No,N,Y,74.0,No
Black,Female,18.0,Yes,FR,Fall 2021,2.6,,,7.0,Yes,N,Y,21.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.233,,,16.0,Yes,N,Y,57.0,Yes
Black,Female,19.0,No,FR,Fall 2021,,,,12.0,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2021,,,,7.0,No,N,N,,No
Asian,Female,19.0,Yes,FR,Fall 2021,4.0,,,,No,N,Y,95.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.355,,,,No,N,N,89.0,No
Black,Female,18.0,Yes,FR,Fall 2021,,,,12.0,Yes,N,Y,19.0,Yes
White,Female,19.0,Yes,FR,Fall 2021,3.462,,,25.0,Yes,N,Y,54.0,Yes
Unknown,Female,19.0,Yes,FR,Fall 2021,3.563,,1140.0,21.0,No,N,Y,76.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.513,,,,No,N,Y,89.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.568,,,,No,N,N,68.0,No
Asian,Male,19.0,Yes,FR,Fall 2021,3.558,,1120.0,22.0,No,N,Y,76.0,No
Asian,Female,19.0,No,FR,Fall 2021,3.969,,,26.0,No,N,Y,94.0,No
Black,Male,19.0,Yes,FR,Fall 2021,2.95,,,14.0,No,N,Y,29.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.617,,,23.0,No,N,Y,85.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.34,,,20.0,No,N,Y,61.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,4.0,,1090.0,21.0,Yes,N,Y,81.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.69,,,,Yes,N,Y,57.0,Yes
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.875,,1230.0,,No,N,Y,97.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.733,,,13.0,Yes,N,Y,33.0,Yes
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.8,,,23.0,No,N,N,70.0,No
Black,Male,18.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Black,Female,19.0,Yes,FR,Fall 2021,3.53,,,17.0,No,N,N,58.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.081,,,,No,N,Y,43.0,No
Unknown,Male,19.0,Yes,FR,Fall 2021,3.0682,,1040.0,,No,N,Y,28.0,No
White,Male,18.0,Yes,FR,Fall 2021,,,,20.0,Yes,N,Y,94.0,Yes
White,Male,19.0,No,FR,Fall 2021,,,,22.0,No,N,N,,No
Asian,Female,19.0,Yes,FR,Fall 2021,3.463,,,17.0,No,N,Y,,No
Black,Female,19.0,Yes,FR,Fall 2021,3.302,,,16.0,No,N,Y,62.0,No
Black,Male,19.0,No,FR,Fall 2021,,,1160.0,,No,N,N,,No
White,Female,19.0,Yes,FR,Fall 2021,3.9454,,1070.0,,Yes,N,Y,84.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.542,,1070.0,21.0,No,N,Y,73.0,No
White,Male,18.0,Yes,FR,Fall 2021,3.3333,,,,Yes,N,N,44.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.327,,,,No,N,Y,67.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,900.0,,No,N,Y,46.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.475,,1100.0,,No,N,N,56.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.775,,,,No,N,Y,94.0,No
Black,Female,18.0,Yes,FR,Fall 2021,,,910.0,,No,N,Y,,No
Hispanic,Male,20.0,Yes,FR,Fall 2021,3.312,,860.0,,No,N,N,32.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,3.6,,1020.0,,No,N,N,65.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.718,,,,Yes,N,Y,94.0,Yes
White,Female,19.0,No,FR,Fall 2021,3.67,,1120.0,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.61,,1000.0,,No,N,Y,77.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.744,,980.0,,No,N,Y,80.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.82,,,21.0,Yes,N,Y,84.0,Yes
White,Male,19.0,Yes,FR,Fall 2021,4.0,,,28.0,Yes,N,Y,91.0,No
White,Female,19.0,No,FR,Fall 2021,3.891,,,13.0,No,N,N,38.0,No
Unknown,Male,18.0,No,FR,Fall 2021,,,890.0,,No,N,N,,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.857,,1030.0,,No,N,Y,86.0,Yes
Black,Male,19.0,Yes,FR,Fall 2021,3.484,,940.0,,No,N,Y,75.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.25,,980.0,,No,N,Y,79.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.708,,770.0,,Yes,N,Y,69.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.695,,,,No,N,Y,,No
Black,Female,18.0,Yes,FR,Fall 2021,3.404,,,,Yes,N,Y,86.0,Yes
Hispanic,Female,19.0,No,FR,Fall 2021,2.476,,800.0,,No,N,N,20.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.745,,940.0,,Yes,N,Y,,No
Black,Female,19.0,Yes,FR,Fall 2021,2.868,,820.0,,Yes,N,Y,57.0,Yes
White,Male,19.0,Yes,FR,Fall 2021,2.917,,990.0,,No,N,Y,50.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.375,,,,No,N,N,79.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.63,,,,No,N,Y,97.0,No
Hispanic,Male,20.0,Yes,FR,Fall 2021,3.46,,,,No,N,Y,46.0,Yes
White,Female,24.0,Yes,FR,Fall 2021,2.8444,,,,Yes,N,Y,27.0,No
Unknown,Male,18.0,Yes,FR,Fall 2021,3.439,,1190.0,,No,N,Y,62.0,No
White,Male,18.0,No,FR,Fall 2021,3.77,,1190.0,,No,N,N,82.0,No
Multi-race,Female,19.0,Yes,FR,Fall 2021,3.1,,,,No,N,Y,60.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.958,,,27.0,No,N,Y,91.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2021,3.92,,,,No,N,N,73.0,No
White,Female,18.0,Yes,FR,Fall 2021,4.0,,,,No,N,Y,90.0,No
Unknown,Female,19.0,No,FR,Fall 2021,2.6,,770.0,,No,N,Y,28.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.68,,1050.0,,No,N,Y,80.0,No
White,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2021,3.305,,,,No,N,Y,,No
Black,Female,19.0,Yes,FR,Fall 2021,3.381,,,,No,N,Y,62.0,No
Unknown,Male,18.0,Yes,FR,Fall 2021,3.209,,1260.0,,No,N,Y,76.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.561,,1000.0,,Yes,N,Y,83.0,Yes
White,Female,19.0,Yes,FR,Fall 2021,,,1050.0,,Yes,N,Y,85.0,Yes
Unknown,Female,18.0,No,FR,Fall 2021,2.571,,830.0,,No,N,Y,28.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.333,,,,No,N,Y,41.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.93,,950.0,,No,N,Y,77.0,No
Black,Male,19.0,Yes,FR,Fall 2021,2.456,,930.0,,No,N,N,13.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.578,,780.0,,No,N,Y,87.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.2464,,800.0,,Yes,N,Y,76.0,Yes
